               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  82,            0.047049,            0.069613,            0.011174,             0.61446,             0.80673,             0.82421,             0.52443,            0.038211,            0.056786,           0.0085982,            0.007327,            0.007327,            0.007327
                  83,            0.048458,            0.085243,            0.012095,              0.4719,             0.88166,             0.85091,             0.48636,            0.047203,            0.075248,           0.0086787,            0.007294,            0.007294,            0.007294
                  84,            0.062253,            0.087904,             0.01129,              0.4719,             0.88166,             0.85091,             0.48636,            0.047203,            0.075248,           0.0086787,            0.007261,            0.007261,            0.007261
                  85,            0.061464,            0.086996,            0.011152,              0.5344,                0.75,             0.66413,              0.4043,            0.036736,            0.054648,            0.013276,            0.007228,            0.007228,            0.007228
                  86,            0.053011,             0.07401,            0.011202,              0.5344,                0.75,             0.66413,              0.4043,            0.036736,            0.054648,            0.013276,            0.007195,            0.007195,            0.007195
                  87,            0.054691,            0.070855,            0.011994,             0.75378,             0.74107,             0.73341,             0.35725,            0.036165,            0.058127,            0.014641,            0.007162,            0.007162,            0.007162
                  88,            0.049943,            0.067454,            0.010735,             0.75378,             0.74107,             0.73341,             0.35725,            0.036165,            0.058127,            0.014641,            0.007129,            0.007129,            0.007129
                  89,            0.049454,            0.069589,            0.011547,             0.72817,             0.74107,             0.72417,             0.52872,            0.037411,            0.051951,            0.013789,            0.007096,            0.007096,            0.007096
                  90,            0.061359,            0.078173,            0.011935,             0.72817,             0.74107,             0.72417,             0.52872,            0.037411,            0.051951,            0.013789,            0.007063,            0.007063,            0.007063
                  91,            0.060448,            0.068235,            0.010565,             0.76526,             0.67788,             0.72892,             0.39482,            0.037691,            0.055192,            0.019472,             0.00703,             0.00703,             0.00703
                  92,            0.049599,             0.06588,            0.011279,             0.76526,             0.67788,             0.72892,             0.39482,            0.037691,            0.055192,            0.019472,            0.006997,            0.006997,            0.006997
                  93,            0.045673,            0.073632,            0.011096,             0.82726,              0.7293,             0.93174,             0.54893,            0.035064,            0.057409,            0.017488,            0.006964,            0.006964,            0.006964
                  94,            0.046948,            0.073448,            0.010388,             0.82726,              0.7293,             0.93174,             0.54893,            0.035064,            0.057409,            0.017488,            0.006931,            0.006931,            0.006931
                  95,            0.047664,            0.062472,            0.010728,             0.73424,             0.64816,             0.84098,             0.50701,            0.037529,             0.05914,            0.014276,            0.006898,            0.006898,            0.006898
                  96,            0.056921,            0.099643,            0.010644,             0.73424,             0.64816,             0.84098,             0.50701,            0.037529,             0.05914,            0.014276,            0.006865,            0.006865,            0.006865
                  97,            0.052752,            0.076089,            0.010298,              0.9098,             0.74107,             0.89903,             0.63759,             0.02634,            0.054846,             0.01323,            0.006832,            0.006832,            0.006832
                  98,            0.049078,            0.083801,            0.011093,              0.9098,             0.74107,             0.89903,             0.63759,             0.02634,            0.054846,             0.01323,            0.006799,            0.006799,            0.006799
                  99,            0.049867,            0.074918,            0.011218,             0.49567,             0.90625,             0.79989,             0.50909,            0.035187,            0.062233,            0.010268,            0.006766,            0.006766,            0.006766
                 100,            0.049908,            0.086201,            0.010227,             0.49567,             0.90625,             0.79989,             0.50909,            0.035187,            0.062233,            0.010268,            0.006733,            0.006733,            0.006733
                 101,             0.04745,             0.07378,            0.010271,             0.50311,             0.85452,             0.81041,             0.55107,            0.033633,            0.060037,            0.010574,              0.0067,              0.0067,              0.0067
                 102,            0.052016,            0.094195,              0.0108,             0.50311,             0.85452,             0.81041,             0.55107,            0.033633,            0.060037,            0.010574,            0.006667,            0.006667,            0.006667
                 103,            0.048427,            0.079803,           0.0097248,             0.72727,             0.80949,             0.92088,             0.64077,            0.030222,              0.0484,           0.0088316,            0.006634,            0.006634,            0.006634
                 104,            0.044829,            0.063041,           0.0099533,             0.72727,             0.80949,             0.92088,             0.64077,            0.030222,              0.0484,           0.0088316,            0.006601,            0.006601,            0.006601
                 105,            0.046206,            0.069371,           0.0096934,               0.739,              0.7978,             0.91935,             0.62291,            0.025739,            0.047114,           0.0082728,            0.006568,            0.006568,            0.006568
                 106,            0.046791,            0.080855,            0.010048,               0.739,              0.7978,             0.91935,             0.62291,            0.025739,            0.047114,           0.0082728,            0.006535,            0.006535,            0.006535
                 107,             0.04291,            0.074085,            0.009692,             0.85711,                0.75,             0.91422,             0.59042,            0.031565,            0.050571,           0.0078688,            0.006502,            0.006502,            0.006502
                 108,            0.053577,            0.081032,           0.0097524,             0.85711,                0.75,             0.91422,             0.59042,            0.031565,            0.050571,           0.0078688,            0.006469,            0.006469,            0.006469
                 109,            0.048091,             0.06472,           0.0094145,             0.48353,             0.87597,             0.83829,             0.42817,            0.033364,            0.048192,           0.0074457,            0.006436,            0.006436,            0.006436
                 110,            0.045363,             0.06597,           0.0089821,             0.48353,             0.87597,             0.83829,             0.42817,            0.033364,            0.048192,           0.0074457,            0.006403,            0.006403,            0.006403
                 111,            0.038859,            0.058564,           0.0089698,             0.62236,                0.75,             0.88779,             0.59913,            0.031645,            0.051073,           0.0072389,             0.00637,             0.00637,             0.00637
                 112,            0.053538,             0.08002,            0.010063,             0.62236,                0.75,             0.88779,             0.59913,            0.031645,            0.051073,           0.0072389,            0.006337,            0.006337,            0.006337
                 113,            0.047323,            0.058383,           0.0087102,             0.88833,                0.75,             0.91593,             0.54606,            0.026267,            0.044964,           0.0071822,            0.006304,            0.006304,            0.006304
                 114,            0.047315,             0.08544,           0.0093779,             0.88833,                0.75,             0.91593,             0.54606,            0.026267,            0.044964,           0.0071822,            0.006271,            0.006271,            0.006271
                 115,            0.043282,            0.071315,           0.0092123,             0.63727,             0.82451,              0.9825,             0.69478,            0.029761,            0.053405,           0.0070512,            0.006238,            0.006238,            0.006238
